caseid,Age_group,Sex,Province,Household_size,Find_job,Further_schooling,Morejob,Activity,Media,Stress
347,35 to 44,Male,British Columbia,Four household members,notask,Yes,None,No time,Sometime,0
348,75 years and over,Female,Quebec,One household member,notask,No,None,No time,Sometime,0
349,45 to 54,Female,New Brunswick,Two household members,asked,Yes,None,No time,Sometime,1
350,45 to 54,Male,Newfoundland and Labrador,One household member,notask,No,None,No time,Sometime,0
351,35 to 44,Male,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,1
352,35 to 44,Female,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,0
353,75 years and over,Female,Manitoba,One household member,notask,Yes,None,No time,Sometime,0
354,25 to 34,Female,Ontario,Five household members,notask,No,None,No time,Sometime,1
355,25 to 34,Female,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,1
356,65 to 74,Male,Alberta,Two household members,notask,Yes,None,No time,Sometime,1
357,35 to 44,Female,British Columbia,Four household members,notask,Yes,None,No time,No time,1
358,55 to 64,Female,Nova Scotia,Two household members,notask,No,None,Sometime,Sometime,1
359,45 to 54,Female,Alberta,Two household members,notask,No,None,Sometime,Sometime,0
360,25 to 34,Female,Nova Scotia,One household member,notask,Yes,None,Sometime,Sometime,1
361,15 to 24,Male,Ontario,Two household members,notask,No,Yes,No time,Sometime,0
362,55 to 64,Female,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,1
363,65 to 74,Male,Nova Scotia,Five household members,notask,Yes,None,Sometime,Sometime,0
364,55 to 64,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
366,55 to 64,Male,British Columbia,One household member,notask,Yes,None,No time,Sometime,0
367,25 to 34,Female,Quebec,Two household members,notask,Yes,None,Sometime,No time,0
368,35 to 44,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
369,55 to 64,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
370,55 to 64,Female,Alberta,Two household members,notask,No,None,No time,Sometime,0
371,45 to 54,Male,Ontario,Four household members,notask,Yes,Yes,Sometime,Sometime,1
372,45 to 54,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,0
373,55 to 64,Male,Ontario,One household member,notask,No,None,Sometime,Sometime,0
374,45 to 54,Female,Alberta,Two household members,notask,No,None,Sometime,Sometime,0
375,15 to 24,Female,British Columbia,Four household members,notask,Yes,None,Sometime,Sometime,1
376,35 to 44,Female,Prince Edward Island,Four household members,asked,Yes,None,Sometime,Sometime,1
377,45 to 54,Male,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
378,55 to 64,Male,Ontario,Two household members,notask,No,None,No time,Sometime,1
379,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
380,25 to 34,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
381,25 to 34,Male,Alberta,One household member,notask,Yes,None,No time,Sometime,1
382,55 to 64,Female,Quebec,One household member,notask,Yes,None,No time,Sometime,1
383,45 to 54,Male,Quebec,Two household members,notask,No,None,No time,Sometime,0
384,75 years and over,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
385,65 to 74,Female,Newfoundland and Labrador,One household member,notask,No,None,No time,Sometime,1
386,45 to 54,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
387,15 to 24,Female,Saskatchewan,Five household members,notask,Yes,None,Sometime,No time,1
388,35 to 44,Female,British Columbia,Four household members,notask,Yes,None,No time,Sometime,0
389,15 to 24,Female,British Columbia,Four household members,notask,No,None,No time,Sometime,0
390,25 to 34,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
391,45 to 54,Female,Manitoba,Four household members,notask,No,None,Sometime,Sometime,1
392,45 to 54,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,Sometime,1
393,45 to 54,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
394,35 to 44,Female,Manitoba,Four household members,notask,Yes,None,No time,Sometime,0
395,55 to 64,Male,Alberta,Two household members,notask,Yes,None,No time,No time,1
396,35 to 44,Male,Alberta,Three household members,notask,Yes,None,Sometime,Sometime,1
397,55 to 64,Female,Ontario,Two household members,asked,Yes,None,No time,Sometime,1
398,65 to 74,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
399,25 to 34,Male,Ontario,Two household members,asked,Yes,None,Sometime,Sometime,1
400,45 to 54,Male,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,1
401,45 to 54,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
402,45 to 54,Female,Ontario,Five household members,notask,Yes,None,No time,Sometime,0
403,45 to 54,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,1
404,55 to 64,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
405,65 to 74,Male,Newfoundland and Labrador,Two household members,notask,No,None,Sometime,No time,0
406,35 to 44,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
407,45 to 54,Male,Nova Scotia,One household member,notask,Yes,None,No time,Sometime,1
408,25 to 34,Female,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
410,65 to 74,Male,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,0
411,65 to 74,Male,British Columbia,One household member,notask,No,None,No time,Sometime,0
412,35 to 44,Female,New Brunswick,One household member,notask,Yes,None,Sometime,Sometime,0
413,45 to 54,Female,Saskatchewan,Four household members,notask,No,None,Sometime,Sometime,1
414,75 years and over,Female,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
416,65 to 74,Female,Quebec,One household member,notask,No,None,Sometime,Sometime,0
417,15 to 24,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
418,15 to 24,Male,Ontario,Five household members,notask,Yes,None,Sometime,Sometime,1
419,55 to 64,Male,Manitoba,One household member,notask,No,None,No time,Sometime,0
420,65 to 74,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,0
421,25 to 34,Female,Saskatchewan,Five household members,notask,Yes,None,No time,Sometime,1
422,15 to 24,Male,Manitoba,Four household members,notask,No,None,Sometime,No time,1
423,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
424,45 to 54,Female,New Brunswick,Two household members,notask,No,None,No time,Sometime,0
425,25 to 34,Female,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,1
426,35 to 44,Female,British Columbia,Four household members,notask,Yes,Yes,No time,Sometime,1
427,75 years and over,Female,Alberta,One household member,notask,No,None,Sometime,Sometime,0
428,45 to 54,Male,Manitoba,Three household members,notask,Yes,None,No time,Sometime,0
429,45 to 54,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
430,55 to 64,Male,Saskatchewan,Two household members,notask,Yes,None,No time,No time,0
432,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
433,75 years and over,Male,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
434,65 to 74,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
435,35 to 44,Female,British Columbia,Two household members,notask,Yes,Yes,Sometime,Sometime,0
436,15 to 24,Male,Quebec,Four household members,notask,Yes,None,No time,Sometime,1
437,65 to 74,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
438,45 to 54,Female,Nova Scotia,One household member,notask,Yes,None,Sometime,No time,1
439,15 to 24,Female,Manitoba,Six household members or more,notask,No,None,No time,Sometime,1
440,35 to 44,Male,New Brunswick,Three household members,asked,No,None,No time,Sometime,0
441,25 to 34,Female,Ontario,Three household members,notask,Yes,None,Sometime,No time,1
442,65 to 74,Male,New Brunswick,Two household members,notask,No,None,Sometime,Sometime,0
443,45 to 54,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
444,45 to 54,Male,Ontario,One household member,notask,Yes,Yes,Sometime,Sometime,1
445,25 to 34,Female,Saskatchewan,Four household members,notask,Yes,None,No time,No time,1
446,35 to 44,Male,Alberta,Two household members,notask,Yes,None,No time,Sometime,1
447,15 to 24,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
448,35 to 44,Male,Saskatchewan,Five household members,notask,Yes,None,Sometime,No time,0
449,45 to 54,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
450,75 years and over,Female,Quebec,One household member,notask,No,None,Sometime,Sometime,0
451,55 to 64,Female,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
452,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
453,55 to 64,Female,Nova Scotia,Two household members,notask,No,None,No time,Sometime,0
455,55 to 64,Female,Manitoba,Two household members,notask,Yes,None,No time,Sometime,0
456,45 to 54,Female,Alberta,Two household members,notask,No,None,No time,Sometime,1
457,25 to 34,Female,Nova Scotia,Six household members or more,notask,Yes,None,No time,Sometime,1
458,65 to 74,Male,Prince Edward Island,Two household members,notask,No,None,Sometime,Sometime,0
459,55 to 64,Male,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,0
460,65 to 74,Female,Quebec,One household member,notask,No,None,No time,Sometime,0
461,25 to 34,Male,Quebec,Three household members,notask,Yes,None,Sometime,No time,1
462,45 to 54,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
463,55 to 64,Male,Saskatchewan,One household member,notask,Yes,None,Sometime,Sometime,0
464,55 to 64,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
465,15 to 24,Female,Quebec,Two household members,asked,No,None,Sometime,No time,1
466,75 years and over,Female,New Brunswick,Two household members,notask,No,None,Sometime,Sometime,1
467,75 years and over,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,1
468,55 to 64,Female,Ontario,Three household members,notask,No,None,No time,Sometime,1
469,35 to 44,Male,Nova Scotia,One household member,asked,No,None,No time,Sometime,0
470,55 to 64,Male,British Columbia,One household member,notask,No,None,Sometime,Sometime,0
471,55 to 64,Female,Nova Scotia,One household member,notask,Yes,None,No time,No time,1
472,75 years and over,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
473,45 to 54,Male,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
474,25 to 34,Female,British Columbia,Five household members,notask,Yes,None,No time,No time,1
475,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
476,55 to 64,Female,Quebec,One household member,notask,No,None,Sometime,Sometime,1
477,55 to 64,Female,New Brunswick,Two household members,notask,No,None,Sometime,Sometime,1
478,55 to 64,Male,Manitoba,Four household members,notask,No,None,No time,Sometime,1
479,25 to 34,Male,Newfoundland and Labrador,Six household members or more,notask,No,None,Sometime,Sometime,1
480,65 to 74,Male,Ontario,One household member,notask,Yes,None,Sometime,No time,0
481,25 to 34,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,0
482,25 to 34,Female,Quebec,Four household members,notask,Yes,Yes,Sometime,Sometime,1
483,15 to 24,Male,Saskatchewan,Four household members,notask,Yes,None,Sometime,No time,1
484,35 to 44,Male,Alberta,Two household members,notask,Yes,None,No time,Sometime,0
485,75 years and over,Male,Newfoundland and Labrador,One household member,notask,Yes,None,Sometime,Sometime,0
486,35 to 44,Female,Nova Scotia,Six household members or more,notask,Yes,None,Sometime,No time,1
487,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
488,55 to 64,Female,British Columbia,One household member,notask,No,None,No time,Sometime,0
489,45 to 54,Female,British Columbia,Three household members,notask,No,None,Sometime,Sometime,1
490,55 to 64,Male,Newfoundland and Labrador,One household member,asked,No,None,No time,Sometime,1
491,35 to 44,Male,British Columbia,One household member,notask,Yes,Yes,No time,Sometime,1
492,45 to 54,Female,Ontario,One household member,notask,Yes,None,No time,No time,0
493,25 to 34,Female,Nova Scotia,Two household members,notask,Yes,None,No time,Sometime,0
494,75 years and over,Female,New Brunswick,Two household members,notask,Yes,None,Sometime,Sometime,1
495,35 to 44,Male,Alberta,Four household members,notask,No,None,No time,Sometime,0
496,45 to 54,Male,Alberta,Five household members,notask,No,None,Sometime,No time,1
497,65 to 74,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,0
498,45 to 54,Female,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,0
499,35 to 44,Male,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
500,35 to 44,Female,Quebec,One household member,asked,Yes,None,Sometime,Sometime,0
501,45 to 54,Male,Ontario,Five household members,notask,Yes,None,No time,Sometime,0
502,55 to 64,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
503,65 to 74,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
504,25 to 34,Female,Nova Scotia,Four household members,notask,Yes,None,Sometime,Sometime,0
505,75 years and over,Female,Manitoba,One household member,notask,Yes,None,Sometime,Sometime,0
506,35 to 44,Male,Quebec,One household member,notask,Yes,None,Sometime,Sometime,1
507,15 to 24,Female,British Columbia,Three household members,notask,Yes,None,No time,Sometime,1
508,65 to 74,Female,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
509,35 to 44,Male,Manitoba,One household member,notask,Yes,None,Sometime,No time,0
510,65 to 74,Male,Quebec,One household member,notask,No,None,No time,Sometime,0
511,55 to 64,Male,Ontario,One household member,notask,No,None,No time,Sometime,0
512,55 to 64,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,1
513,35 to 44,Female,Alberta,Three household members,notask,Yes,None,No time,Sometime,1
514,35 to 44,Female,Manitoba,Three household members,notask,Yes,None,No time,Sometime,1
515,45 to 54,Male,Alberta,Four household members,notask,Yes,None,No time,Sometime,1
516,25 to 34,Male,Prince Edward Island,Two household members,notask,Yes,None,Sometime,Sometime,0
517,45 to 54,Female,New Brunswick,One household member,notask,No,None,No time,Sometime,1
518,55 to 64,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
519,75 years and over,Male,New Brunswick,Two household members,notask,No,None,No time,Sometime,0
520,45 to 54,Male,British Columbia,Three household members,notask,Yes,None,No time,Sometime,1
521,15 to 24,Female,Saskatchewan,Three household members,notask,Yes,Yes,Sometime,Sometime,1
